PTR,abundance,Abundance Level,Cohort,Treatment,TreatmentType,species,Antibiotics_group,Gentamicin,Ampicillin,Meropenem,Vancomycin,Ticarcillin-Clavulanate,r_Gentamicin,r_Ampicillin,r_Meropenem,r_Vancomycin,r_Ticarcillin-Clavulanate
2.149980165,0.000744969,low,Control,Before,,Citrobacter braakii,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.746313845,0.05724999099999999,high,Antibiotic,Before,Vanc+Mero-Before,Pseudomonas aeruginosa,Ampicillin/Meropenem,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6010125240000002,0.678151837,high,Antibiotic,After,Vanc+Mero-After,Pseudomonas aeruginosa,Ampicillin/Meropenem,3.0,3.0,9.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0
1.978731904,0.20847410800000002,high,Antibiotic,Before,,Pseudomonas aeruginosa,Other,3.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9653411140000001,0.048116913,high,Antibiotic,After,TC+Gent-After,Pseudomonas aeruginosa,Ticarcillin-Clavulanate,21.83,1.0,0.0,23.83,13.83,9.83,0.0,0.0,9.83,9.83
1.9866092419999999,0.411073199,high,Antibiotic,Before,TC+Gent-Before,Pseudomonas aeruginosa,Ticarcillin-Clavulanate,12.0,1.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0
1.48950333,0.431587769,high,Control,Before,,Streptococcus agalactiae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.570057337,0.004659951,medium,Antibiotic,Before,,Streptococcus agalactiae,Other,10.0,12.0,10.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0
1.659581658,0.015187485,medium,Control,Before,,Streptococcus agalactiae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.527203435,0.024858763,medium,Control,Before,,Streptococcus agalactiae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.570842075,0.028362899,medium,Control,Before,,Streptococcus agalactiae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.676897216,0.061298679,high,Antibiotic,Before,Amp-Before,Streptococcus agalactiae,Ampicillin/Meropenem,1.0,14.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1.864942823,0.16966002100000002,high,Control,Before,,Streptococcus agalactiae,Other,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.710496072,0.069864845,high,Control,Before,,Streptococcus agalactiae,Other,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0472119319999997,0.070849571,high,Antibiotic,Before,Amp-Before,Streptococcus agalactiae,Ampicillin/Meropenem,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5811771559999999,0.03304935,medium,Control,Before,,Streptococcus agalactiae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.39416294,0.046495956,high,Control,Before,,Serratia marcescens,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.837593801,0.028639591000000002,medium,Control,Before,,Serratia marcescens,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.53482419,0.164372563,high,Antibiotic,After,Mero-After,Serratia marcescens,Ampicillin/Meropenem,0.0,2.0,9.0,5.0,0.0,0.0,0.0,9.0,0.0,0.0
2.105809005,0.06158016400000001,high,Antibiotic,Before,Mero-Before,Serratia marcescens,Ampicillin/Meropenem,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
1.681971925,0.10193881,high,Antibiotic,Before,Amp-Before,Serratia marcescens,Ampicillin/Meropenem,1.0,14.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1.739401393,0.241136347,high,Control,Before,,Serratia marcescens,Other,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.723482585,0.000196123,low,Antibiotic,After,Mero-After,Serratia marcescens,Ampicillin/Meropenem,9.0,2.0,7.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0
1.6659462440000001,0.034104201,medium,Antibiotic,After,Amp-After,Serratia marcescens,Ampicillin/Meropenem,1.0,26.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0
1.6801670530000001,0.019519196000000003,medium,Antibiotic,After,Amp-After,Serratia marcescens,Ampicillin/Meropenem,1.0,26.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,0.0
1.822512245,0.0004271,low,Antibiotic,After,Amp-After,Serratia marcescens,Ampicillin/Meropenem,2.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
2.352211359,4.8700000000000005e-05,low,Antibiotic,After,TC-After,Serratia marcescens,Ticarcillin-Clavulanate,14.0,6.0,0.0,7.0,3.0,3.0,0.0,0.0,3.0,3.0
1.925415371,0.000269943,low,Antibiotic,After,TC-After,Serratia marcescens,Ticarcillin-Clavulanate,14.0,6.0,0.0,7.0,3.0,3.0,0.0,0.0,3.0,3.0
1.9683658,0.080270675,high,Antibiotic,After,TC+Gent-After,Serratia marcescens,Ticarcillin-Clavulanate,21.83,1.0,0.0,23.83,13.83,9.83,0.0,0.0,9.83,9.83
1.893884797,0.214677602,high,Antibiotic,Before,TC+Gent-Before,Serratia marcescens,Ticarcillin-Clavulanate,12.0,1.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0
1.9291585,0.014267378999999998,medium,Antibiotic,Before,,Enterobacter cloacae,Other,7.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0
3.136194473,0.002823141,medium,Antibiotic,After,Amp+Mero-After,Enterobacter cloacae,Ampicillin/Meropenem,8.0,12.0,10.0,6.0,0.0,0.0,7.0,10.0,0.0,0.0
1.3995769269999998,0.002788392,medium,Antibiotic,Before,,Enterobacter cloacae,Other,6.25,2.0,0.0,6.25,0.0,0.25,0.0,0.0,0.25,0.0
1.4671161519999998,0.066493363,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1.259339666,0.0744293,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4969566419999998,0.079213208,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5402277869999998,0.072482243,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1.390625966,0.07978441,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1529918930000003,0.020958861000000002,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.701196926,0.023507179,medium,Antibiotic,Before,,Enterobacter cloacae,Other,7.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4750662730000001,0.085112539,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1.313872201,0.059716628,high,Antibiotic,Before,,Enterobacter cloacae,Other,10.0,7.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0
1.703350779,0.013955603,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.376355416,0.078071942,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.28296299,0.09135276099999999,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4649177780000002,0.05640401900000001,high,Antibiotic,Before,,Enterobacter cloacae,Other,10.0,12.0,10.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0
2.241497168,0.043774545,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9464454930000001,0.007508016,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0661864,0.0073333,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.647423844,0.039075185,high,Antibiotic,Before,,Enterobacter cloacae,Other,7.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0
2.146622951,0.003743083,medium,Antibiotic,Before,,Enterobacter cloacae,Other,9.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
2.604109206,0.006313447,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.906543198,0.008837081,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7314003009999999,0.034875701,medium,Control,Before,,Enterobacter cloacae,Other,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.948675582,0.007478446,medium,Control,Before,,Enterobacter cloacae,Other,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1.360283029,0.086708064,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.426857494,0.062548123,high,Antibiotic,Before,,Enterobacter cloacae,Other,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5766151830000001,0.0028122670000000002,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8275692909999999,0.005711157,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5192199730000002,0.020685422,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0079194730000003,0.031768985,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2706812379999999,0.018212394,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.81582707,0.043889925999999996,high,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.335160642,0.02582546,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5729802880000001,0.026317008,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.272921171,0.064180872,high,Antibiotic,Before,Vanc+Gent-Before,Enterobacter cloacae,,12.0,3.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
1.447709834,0.158443058,high,Antibiotic,After,Vanc+Cefot-After,Enterobacter cloacae,,6.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0
1.721724234,0.024767021,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8732790559999999,0.086494359,high,Antibiotic,Before,,Enterobacter cloacae,Other,14.0,5.0,0.0,35.0,9.0,0.0,0.0,0.0,0.0,0.0
1.553908989,0.036202387,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.416148618,0.08065056599999999,high,Antibiotic,After,Vanc+Gent-After,Enterobacter cloacae,,2.0,7.0,6.0,23.0,2.0,2.0,0.0,0.0,2.0,0.0
1.5276152090000001,0.064966442,high,Antibiotic,Before,,Enterobacter cloacae,Other,9.0,12.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1.478673836,0.004632381,medium,Antibiotic,After,Vanc+Gent-After,Enterobacter cloacae,,5.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,2.0,0.0
1.899685969,0.004519753,medium,Antibiotic,After,TC+Vanc+Gent-After,Enterobacter cloacae,Ticarcillin-Clavulanate,20.0,7.0,0.0,16.0,2.0,9.0,0.0,0.0,12.0,0.0
1.36214159,0.10434033599999999,high,Antibiotic,After,Vanc+Gent-After,Enterobacter cloacae,,11.0,5.0,0.0,26.0,0.0,6.0,0.0,0.0,6.0,0.0
1.4987304280000002,0.018448195,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.295198635,0.09354119999999999,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.562633383,0.033640343999999996,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.547393909,0.04573941,high,Antibiotic,After,Vanc+Gent-After,Enterobacter cloacae,,16.0,4.0,0.0,12.0,0.0,2.0,0.0,0.0,2.0,0.0
1.665288815,0.063706417,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.953424328,0.002429976,medium,Antibiotic,After,TC+Vanc+Gent-After,Enterobacter cloacae,Ticarcillin-Clavulanate,20.0,7.0,0.0,16.0,2.0,9.0,0.0,0.0,12.0,0.0
2.0655999119999997,0.038479768,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.471975096,0.015324343,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.54890373,0.044675738,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.429204676,0.139107863,high,Antibiotic,After,Vanc+Cefot-After,Enterobacter cloacae,,6.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4047556030000001,0.08664383199999999,high,Antibiotic,After,Vanc+Gent-After,Enterobacter cloacae,,11.0,5.0,0.0,26.0,0.0,6.0,0.0,0.0,6.0,0.0
1.5307772919999998,0.136244329,high,Antibiotic,Before,Vanc+Gent-Before,Enterobacter cloacae,,0.0,7.0,6.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0
1.4786825330000002,0.007938792,medium,Control,Before,,Enterobacter cloacae,Other,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.369258135,0.073418213,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.988011112,0.032176721,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.607121622,0.045816214,high,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.519058698,0.037556946,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.73947632,0.046426784000000006,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.953628567,0.11784449400000001,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.470434842,0.041888445,high,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.593563145,0.045354029000000004,high,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3425814059999999,0.11675816800000001,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.227024655,0.009064117,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.574696029,0.015793747,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.556562535,0.088577202,high,Antibiotic,Before,Vanc+Gent-Before,Enterobacter cloacae,,14.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7483035759999999,0.066370361,high,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.486793829,0.060885824000000005,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.383677885,0.08690479,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.3815621730000003,0.044434367,high,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.443573884,0.005054541,medium,Control,Before,,Enterobacter cloacae,Other,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5278663769999998,0.004560795,medium,Antibiotic,Before,Mero-Before,Enterobacter cloacae,Ampicillin/Meropenem,6.0,9.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0
1.555094851,0.112097937,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.525163129,0.03659397,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.672863461,0.042822980999999996,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.322463752,0.027337498999999998,medium,Antibiotic,Before,,Enterobacter cloacae,Other,9.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0
1.3917174140000002,0.005398516,medium,Control,Before,,Enterobacter cloacae,Other,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.292193185,0.007730909,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.477943375,0.012139773000000001,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.358500122,0.084011975,high,Antibiotic,Before,Amp+Mero-Before,Enterobacter cloacae,Ampicillin/Meropenem,8.0,5.0,0.0,4.43,0.0,0.0,0.0,0.0,0.43,0.0
1.321356226,0.029426101,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.24426067,0.084663117,high,Antibiotic,After,Vanc+Gent-After,Enterobacter cloacae,,14.0,3.0,10.0,15.0,0.0,2.0,0.0,0.0,2.0,0.0
1.437359332,0.060243055999999996,high,Antibiotic,Before,,Enterobacter cloacae,Other,7.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0
1.571382,0.002142948,medium,Control,Before,,Enterobacter cloacae,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5458525269999999,0.005316895,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.556281606,0.016904019,medium,Antibiotic,Before,,Enterobacter cloacae,Other,7.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1.8689184490000001,0.005511474000000001,medium,Control,Before,,Enterobacter cloacae,Other,6.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7315687860000004,0.069906158,high,Antibiotic,Before,,Enterobacter cloacae,Other,3.0,3.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2.1807564630000003,0.037015663,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5047629580000002,0.044288309000000005,high,Antibiotic,Before,,Enterobacter cloacae,Other,7.0,2.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0
1.292652334,0.127116799,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.531174517,0.047455133,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.796788456,0.023865297,medium,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.293460799,0.126335153,high,Control,Before,,Enterobacter cloacae,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.545509882,0.011378783,medium,Antibiotic,Before,,Enterobacter cloacae,Other,7.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
1.277878198,0.042572542000000005,high,Antibiotic,Before,,Lactobacillus paracasei,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.375128366,0.039990497,high,Antibiotic,Before,,Lactobacillus paracasei,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.403257195,0.038250667,high,Antibiotic,Before,,Lactobacillus paracasei,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.613416016,0.001633076,medium,Control,Before,,Staphylococcus lugdunensis,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.361960822,0.005454863000000001,medium,Control,Before,,Staphylococcus lugdunensis,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.337136932,0.002316083,medium,Control,Before,,Staphylococcus lugdunensis,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5079618719999999,0.001466237,medium,Antibiotic,Before,,Staphylococcus lugdunensis,Other,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5343013880000003,0.038116008,high,Antibiotic,Before,Vanc+Gent-Before,Stenotrophomonas maltophilia,,5.0,5.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
2.313391734,0.00601175,medium,Antibiotic,After,Vanc+Gent-After,Stenotrophomonas maltophilia,,33.0,2.0,0.0,31.0,0.0,6.0,0.0,0.0,6.0,0.0
2.639693289,0.005885148000000001,medium,Antibiotic,After,Vanc+Gent-After,Stenotrophomonas maltophilia,,11.0,5.0,0.0,26.0,0.0,6.0,0.0,0.0,6.0,0.0
3.332842686,0.001438205,medium,Antibiotic,After,Vanc+Gent-After,Stenotrophomonas maltophilia,,11.0,5.0,0.0,26.0,0.0,6.0,0.0,0.0,6.0,0.0
1.2411199659999999,0.005410545,medium,Antibiotic,Before,,Lactobacillus rhamnosus,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.109332156,0.007647833000000001,medium,Antibiotic,Before,,Lactobacillus rhamnosus,Other,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.561621045,0.090128369,high,Antibiotic,Before,,Lactobacillus rhamnosus,Other,4.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
1.2124002059999999,0.011929961999999999,medium,Antibiotic,Before,,Lactobacillus rhamnosus,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.25167605,0.028183175,medium,Antibiotic,Before,,Lactobacillus rhamnosus,Other,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4041811169999998,0.015452218,medium,Antibiotic,Before,,Lactobacillus rhamnosus,Other,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2218103120000001,0.015888895,medium,Antibiotic,Before,,Lactobacillus rhamnosus,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5889866730000002,0.057754756,high,Antibiotic,Before,,Lactobacillus rhamnosus,Other,4.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
1.418894055,0.050010945999999994,high,Antibiotic,After,Vanc+Gent-After,Lactobacillus rhamnosus,,4.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0
1.903187739,0.0023299189999999997,medium,Control,Before,,Staphylococcus hominis,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.239562458,0.0027987059999999998,medium,Control,Before,,Staphylococcus hominis,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.707378751,0.004059933,medium,Control,Before,,Staphylococcus hominis,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.15701787,0.003420795,medium,Control,Before,,Staphylococcus hominis,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6658617359999999,0.000469705,low,Control,Before,,Blautia producta,Other,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.433711138,0.003590426,medium,Antibiotic,Before,Vanc+Gent-Before,Lactobacillus crispatus,,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.626130991,0.000723652,low,Antibiotic,Before,,Lactobacillus crispatus,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.54819108,0.002109409,medium,Antibiotic,Before,,Lactobacillus crispatus,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.388260583,0.010338291999999999,medium,Control,Before,,Streptococcus anginosus,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4082220490000001,0.005023232,medium,Control,Before,,Streptococcus anginosus,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.404384985,0.002514335,medium,Control,Before,,Streptococcus anginosus,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.434908275,0.00603286,medium,Control,Before,,Streptococcus anginosus,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4227031319999999,0.0017930999999999997,medium,Control,Before,,Streptococcus anginosus,Other,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5235590959999998,0.003643236,medium,Antibiotic,After,Vanc+Gent-After,Streptococcus anginosus,,3.92,2.0,0.0,1.92,0.0,1.92,0.0,0.0,1.92,0.0
1.491453704,0.225583712,high,Antibiotic,Before,,Bifidobacterium longum,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.169349356,0.04333491,high,Antibiotic,Before,,Bifidobacterium longum,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3675636969999998,0.163106879,high,Antibiotic,Before,,Bifidobacterium longum,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.67011259,0.31550017399999997,high,Antibiotic,Before,,Bifidobacterium longum,Other,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.318646599,0.002098281,medium,Control,Before,,Bifidobacterium longum,Other,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
